App ID,Genre Sub ID,Index,App Name,Subtitle,Icon URL,Publisher,Country,File Size,Price,Continuous First Days,Last Release Time,Keyword Cover,Keyword Cover Top 3,Company ID,Company Name,Rank A Ranking,Rank A Change,Rank A Genre,Rank B Ranking,Rank B Change,Rank B Genre,Rank C Ranking,Rank C Change,Rank C Genre,Comment Rating,Comment Number,Is Ad
423514795,6015,37,中国工商银行,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/1b/07/bd/1b07bd47-843e-c288-3153-80bcad2e917c/AppIcon-1x_U007emarketing-0-10-0-0-sRGB-85-220-0.png/180x180bb.png,Industrial and Commercial Bank of China,cn,,0.00,N/A,2024-07-30,28905,2351,2024,中国工商银行股份有限公司,37,2,总榜,33,2,应用,2,0,财务,4.7,102万,False
