App ID,Genre Sub ID,Index,App Name,Subtitle,Icon URL,Publisher,Country,File Size,Price,Continuous First Days,Last Release Time,Keyword Cover,Keyword Cover Top 3,Company ID,Company Name,Rank A Ranking,Rank A Change,Rank A Genre,Rank B Ranking,Rank B Change,Rank B Genre,Rank C Ranking,Rank C Change,Rank C Genre,Comment Rating,Comment Number,Is Ad
787130974,6016,6,咪咕视频-看奥运会直播,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/2e/98/33/2e9833b1-3837-373e-5829-127cd1321d79/AppIcon-0-0-1x_U007emarketing-0-8-0-0-sRGB-85-220.png/180x180bb.png,咪咕视讯科技有限公司,cn,,0.00,N/A,2024-08-07,39209,2673,1064,中国移动通信集团上海有限公司,6,-4,总榜,4,-2,应用,3,-1,娱乐,4.8,107万,False
