App ID,Genre Sub ID,Index,App Name,Subtitle,Icon URL,Publisher,Country,File Size,Price,Continuous First Days,Last Release Time,Keyword Cover,Keyword Cover Top 3,Company ID,Company Name,Rank A Ranking,Rank A Change,Rank A Genre,Rank B Ranking,Rank B Change,Rank B Genre,Rank C Ranking,Rank C Change,Rank C Genre,Comment Rating,Comment Number,Is Ad
1580500427,7001,7,永劫无间,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/44/98/9d/44989da5-7749-b2da-0585-46d0d909644b/AppIcon-1x_U007emarketing-0-7-0-85-220-0.png/180x180bb.png,网易移动游戏,cn,,0.00,N/A,2024-07-15,7172,190,4918,杭州网易雷火科技有限公司,7,-1,总榜,3,0,游戏,1,0,动作,3,2.44万,True
