App ID,Genre Sub ID,Index,App Name,Subtitle,Icon URL,Publisher,Country,File Size,Price,Continuous First Days,Last Release Time,Keyword Cover,Keyword Cover Top 3,Company ID,Company Name,Rank A Ranking,Rank A Change,Rank A Genre,Rank B Ranking,Rank B Change,Rank B Genre,Rank C Ranking,Rank C Change,Rank C Genre,Comment Rating,Comment Number,Is Ad
1477031443,6016,34,抖音极速版,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/f5/c9/72/f5c97209-fdd2-a6b7-7e3a-f151cc26fd4a/AppIcon_Lite-0-0-1x_U007emarketing-0-6-0-0-85-220.png/180x180bb.png,"Beijing Microlive Vision Technology Co., Ltd",cn,,0.00,N/A,2024-06-28,66944,3644,9644,北京字节跳动科技有限公司,34,-2,总榜,30,-2,应用,6,0,娱乐,4.9,678万,True
