App ID,Genre Sub ID,Index,App Name,Subtitle,Icon URL,Publisher,Country,File Size,Price,Continuous First Days,Last Release Time,Keyword Cover,Keyword Cover Top 3,Company ID,Company Name,Rank A Ranking,Rank A Change,Rank A Genre,Rank B Ranking,Rank B Change,Rank B Genre,Rank C Ranking,Rank C Change,Rank C Genre,Comment Rating,Comment Number,Is Ad
1472502819,6008,48,快手极速版,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/d1/d3/fe/d1d3fe67-b3f4-a2b0-442e-baa8fe4b7535/AppIconNebula-0-0-1x_U007emarketing-0-7-0-0-sRGB-85-220.png/180x180bb.png,华艺汇龙,cn,,0.00,N/A,2024-08-03,73944,2893,160337,北京华艺汇龙网络科技有限公司,48,9,总榜,44,7,应用,3,1,摄影与录像,4.8,326万,True
