app_id,genre_sub_id,index,appInfo.appId,appInfo.appName,appInfo.subtitle,appInfo.icon,appInfo.publisher,appInfo.country,appInfo.file_size,appInfo.price,appInfo.continuousFirstDays,lastReleaseTime,keywordCover,keywordCoverTop3,company.id,company.name,rank_a.ranking,rank_a.change,rank_a.genre,rank_b.ranking,rank_b.change,rank_b.genre,rank_c.ranking,rank_c.change,rank_c.genre,comment.rating,comment.num,is_ad
6466388376,7014,1,6466388376,剑与远征：启程,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/48/db/d7/48dbd7fa-9452-ada7-33ad-ad5b3f1d229a/AppIcon-Mainland-1x_U007emarketing-0-7-0-85-220-0.png/180x180bb.png,上海莉莉丝计算机,cn,,0.00,0.0,2024-07-30,7310,524,0,-,1,2,总榜,1,0,游戏,1,0,角色扮演,3.9,210,True
1479814602,6016,2,1479814602,央视频-看奥运全赛程直播,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/ae/ba/93/aeba93e4-7ca1-dc59-20af-123946e6e376/AppIcon-1x_U007emarketing-0-6-0-0-sRGB-85-220-0.png/180x180bb.png,Yangshipin,cn,,0.00,,2024-07-24,30164,1173,0,-,2,-1,总榜,1,0,应用,1,0,娱乐,4.8,24.4万,True
6451407032,6016,3,6451407032,红果短剧-海量热门短剧随心看,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/89/fd/bb/89fdbba2-a75d-78f2-9c65-12fb709fb74b/AppIcon-0-0-1x_U007emarketing-0-7-0-0-85-220.png/180x180bb.png,"Beijing Bimo Liuxiang Technology Co., Ltd.",cn,,0.00,,2024-07-01,22129,786,0,-,3,2,总榜,2,1,应用,2,1,娱乐,4.8,15.8万,True
1561903786,7015,4,1561903786,心动小镇,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/a1/87/de/a187de19-f756-5c89-dc6f-a39f2c3b44ef/AppIcon-1x_U007emarketing-0-7-0-85-220-0.png/180x180bb.png,X.D. Network Inc.,cn,,0.00,,2024-08-07,6748,157,30742,心动网络股份有限公司,4,0,总榜,2,0,游戏,1,0,模拟,4.6,4.63万,False
6459478672,6007,5,6459478672,豆包 - 抖音旗下 AI 智能助手,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/9d/08/71/9d0871c1-4384-ea88-cdf2-a0a0a1de6bd1/AppIcon-0-1x_U007epad-0-7-0-85-220-0.png/180x180bb.png,"Beijing Chuntian Zhiyun Technology Co., Ltd.",cn,,0.00,,2024-08-03,70116,2866,0,-,5,2,总榜,3,1,应用,1,0,效率,4.8,7.17万,True
787130974,6016,6,787130974,咪咕视频-看奥运会直播,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/2e/98/33/2e9833b1-3837-373e-5829-127cd1321d79/AppIcon-0-0-1x_U007emarketing-0-8-0-0-sRGB-85-220.png/180x180bb.png,咪咕视讯科技有限公司,cn,,0.00,,2024-08-07,30863,2570,1064,中国移动通信集团上海有限公司,6,-4,总榜,4,-2,应用,3,-1,娱乐,4.8,107万,False
1580500427,7001,7,1580500427,永劫无间,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/44/98/9d/44989da5-7749-b2da-0585-46d0d909644b/AppIcon-1x_U007emarketing-0-7-0-85-220-0.png/180x180bb.png,网易移动游戏,cn,,0.00,,2024-07-15,7172,190,4918,杭州网易雷火科技有限公司,7,-1,总榜,3,0,游戏,1,0,动作,3.0,2.44万,True
1160172628,6002,8,1160172628,夸克-AI搜索升级,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/a9/ae/b4/a9aeb4c8-e2d8-ecb5-dca2-fc1def2726d6/AppIcon-0-0-1x_U007emarketing-0-7-0-0-85-220.png/100x100bb.jpg,广州市动悦信息技术有限公司,cn,,0.00,,2024-08-01,118316,8603,978496,广州市动悦信息技术有限公司,8,2,总榜,5,2,应用,1,0,工具,4.1,32.6万,True
564818797,6003,9,564818797,铁路12306,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple126/v4/33/51/7d/33517dcf-744c-3aa1-1da1-4e2b89962582/AppIcon-0-0-1x_U007emarketing-0-8-0-0-85-220.png/180x180bb.png,中国铁道科学研究院集团有限公司,cn,,0.00,,2024-01-20,19240,1349,917717,中国铁道科学研究院集团有限公司,9,-1,总榜,6,-1,应用,1,0,旅游,3.0,11.4万,False
1044283059,6024,10,1044283059,拼多多 - 多多买菜，百亿补贴,暂无数据,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/8a/22/92/8a229233-a310-c72d-9135-879f0da246bf/AppIcon-1x_U007emarketing-0-7-0-0-0-85-220-0.png/180x180bb.png,上海寻梦信息技术有限公司,cn,,0.00,,2024-08-06,180804,7683,434,上海寻梦信息技术有限公司,10,-1,总榜,7,-1,应用,1,0,购物,3.0,294万,True
