appid,appName,avgList_date,avgList_value,list_date,list_value,versionDate,version,date
1479814602,央视频-看奥运全赛程直播,1714233600000,27023,1714233600000,13563,,,
1479814602,央视频-看奥运全赛程直播,1714147200000,27023,1714147200000,14986,,,
1479814602,央视频-看奥运全赛程直播,1714060800000,27023,1714060800000,18081,,,
1479814602,央视频-看奥运全赛程直播,1713974400000,27023,1713974400000,14135,,,
1479814602,央视频-看奥运全赛程直播,1713888000000,27023,1713888000000,11329,,,
1479814602,央视频-看奥运全赛程直播,1713801600000,27023,1713801600000,11712,,,
1479814602,央视频-看奥运全赛程直播,1713715200000,27023,1713715200000,13588,,,
1479814602,央视频-看奥运全赛程直播,1713628800000,27023,1713628800000,14720,,,
1479814602,央视频-看奥运全赛程直播,1713542400000,27023,1713542400000,14684,,,
1479814602,央视频-看奥运全赛程直播,1713456000000,27023,1713456000000,16837,,,
1479814602,央视频-看奥运全赛程直播,1713369600000,27023,1713369600000,19111,,,
1479814602,央视频-看奥运全赛程直播,1713283200000,27023,1713283200000,20347,,,
1479814602,央视频-看奥运全赛程直播,1713196800000,27023,1713196800000,22250,,,
1479814602,央视频-看奥运全赛程直播,1713110400000,27023,1713110400000,16404,,,
1479814602,央视频-看奥运全赛程直播,1713024000000,27023,1713024000000,11316,,,
1479814602,央视频-看奥运全赛程直播,1712937600000,27023,1712937600000,8507,,,
1479814602,央视频-看奥运全赛程直播,1712851200000,27023,1712851200000,11246,,,
1479814602,央视频-看奥运全赛程直播,1712764800000,27023,1712764800000,12257,,,
1479814602,央视频-看奥运全赛程直播,1712678400000,27023,1712678400000,8414,,,
1479814602,央视频-看奥运全赛程直播,1712592000000,27023,1712592000000,7663,,,
1479814602,央视频-看奥运全赛程直播,1712505600000,27023,1712505600000,7768,,,
1479814602,央视频-看奥运全赛程直播,1712419200000,27023,1712419200000,9744,,,
1479814602,央视频-看奥运全赛程直播,1712332800000,27023,1712332800000,9599,,,
1479814602,央视频-看奥运全赛程直播,1712246400000,27023,1712246400000,7615,,,
1479814602,央视频-看奥运全赛程直播,1712160000000,27023,1712160000000,8327,,,
1479814602,央视频-看奥运全赛程直播,1712073600000,27023,1712073600000,6944,,,
1479814602,央视频-看奥运全赛程直播,1711987200000,27023,1711987200000,6743,,,
1479814602,央视频-看奥运全赛程直播,1711900800000,27023,1711900800000,8076,,,
1479814602,央视频-看奥运全赛程直播,1711814400000,27023,1711814400000,8240,,,
1479814602,央视频-看奥运全赛程直播,1711728000000,27023,1711728000000,8726,,,
1479814602,央视频-看奥运全赛程直播,1711641600000,27023,1711641600000,9686,,,
1479814602,央视频-看奥运全赛程直播,1711555200000,27023,1711555200000,12391,,,
1479814602,央视频-看奥运全赛程直播,1711468800000,27023,1711468800000,14131,,,
1479814602,央视频-看奥运全赛程直播,1711382400000,27023,1711382400000,14821,,,
1479814602,央视频-看奥运全赛程直播,1711296000000,27023,1711296000000,18564,,,
1479814602,央视频-看奥运全赛程直播,1711209600000,27023,1711209600000,13543,,,
1479814602,央视频-看奥运全赛程直播,1711123200000,27023,1711123200000,11142,,,
1479814602,央视频-看奥运全赛程直播,1711036800000,27023,1711036800000,9072,,,
1479814602,央视频-看奥运全赛程直播,1710950400000,27023,1710950400000,7880,,,
1479814602,央视频-看奥运全赛程直播,1710864000000,27023,1710864000000,7589,,,
1479814602,央视频-看奥运全赛程直播,1710777600000,27023,1710777600000,11380,,,
1479814602,央视频-看奥运全赛程直播,1710691200000,27023,1710691200000,12573,,,
1479814602,央视频-看奥运全赛程直播,1710604800000,27023,1710604800000,14941,,,
1479814602,央视频-看奥运全赛程直播,1710518400000,27023,1710518400000,11683,,,
1479814602,央视频-看奥运全赛程直播,1710432000000,27023,1710432000000,9473,,,
1479814602,央视频-看奥运全赛程直播,1710345600000,27023,1710345600000,9970,,,
1479814602,央视频-看奥运全赛程直播,1710259200000,27023,1710259200000,9403,,,
1479814602,央视频-看奥运全赛程直播,1710172800000,27023,1710172800000,9031,,,
1479814602,央视频-看奥运全赛程直播,1710086400000,27023,1710086400000,9175,,,
1479814602,央视频-看奥运全赛程直播,1710000000000,27023,1710000000000,8602,,,
1479814602,央视频-看奥运全赛程直播,1709913600000,27023,1709913600000,4938,,,
